surgical mortality,risk oc tubal ligation,risk ac death oc surg,sens endo surv,spec endo surv,sens oc surv,spec oc surv,local oc surv,regional oc surv,distant oc surv,local ec surv,regional ec surv,distant ec surv,oc lifetime risk,ec lifetime risk,oc stage dist nat hist,ec stage dist nat hist,oc stage dist intervention,ec stage dist intervention,surgical complications
0.0016764317239076764,0.8543902520926048,1.0,0.8955579914950018,0.9579883510289025,0.6247113369396907,0.9579883510289025,0.9393871309747787,0.7041964938188269,0.2746639322109613,0.9645159932399597,0.6529412402047421,0.154602968484623,-1,-1,[0.16454067 0.3759567  0.45950263],[0.71137249 0.21647064 0.07215688],[0.83237804 0.10895427 0.05866769],[0.86686919 0.11981773 0.01331308],0.029476436006455713
0.0016889373841786528,0.8374783886385038,1.0,0.8912865790125215,0.9570779184081359,0.625677711111052,0.9570779184081359,0.9382441227814928,0.7050346585565707,0.27957490162263987,0.9660149297265017,0.655360380050475,0.15923709527042568,2,3,[0.16141888 0.3773615  0.46121962],[0.71365634 0.25198242 0.03436124],[0.79186515 0.11447417 0.09366068],[0.78859957 0.20083041 0.01057002],0.029742932729891956
0.0017633712299296744,0.8625687281254657,1.0,0.9217215672411853,0.9605143510718608,0.6599999999999999,0.9605143510718608,0.966131551325573,0.8059326051553047,0.3262216810624465,0.98,0.736684362944999,0.19765993332133155,0,1,[0.16907459 0.24927762 0.58164779],[0.7935441  0.17548751 0.03096838],[0.80321379 0.10823242 0.0885538 ],[0.83557294 0.14798435 0.01644271],0.031490198479457686
0.001723371805545964,0.9921511914407801,1.0,0.8497219000406051,0.950153110990819,0.641805132137187,0.950153110990819,0.9133490782404622,0.6554603103558048,0.2845986013561999,0.9741346449777113,0.6269335382100417,0.16733509262392401,0,3,[0.11621757 0.26513473 0.6186477 ],[0.69277582 0.26114055 0.04608363],[0.82620121 0.09558934 0.07820946],[0.81406541 0.1822159  0.00371869],0.03040385337013348
0.001747230896185517,0.9287424693715749,1.0,0.9456839100938905,0.9652226056991401,0.591115188618478,0.9652226056991401,0.9089710094539096,0.8496572352101498,0.3290680803243718,0.946809199641964,0.7675101723276945,0.19670114735814653,2,-4,[0.17032246 0.37335489 0.45632265],[0.69504826 0.26835753 0.03659421],[0.84248858 0.10238242 0.055129  ],[0.87027364 0.12713183 0.00259453],0.031217225777771532
0.0017215606075817245,0.9752636996200199,1.0,0.8660167461279019,0.9525554232430578,0.5520476615536403,0.9525554232430578,0.9249394263546896,0.6814102487209693,0.28803725832983884,0.9027480748799565,0.6440221391753229,0.16899966397439292,-2,1,[0.14610667 0.256168   0.59772533],[0.80506106 0.1656981  0.02924084],[0.84121517 0.08733165 0.07145317],[0.90419442 0.08622503 0.00958056],0.030402228822720798
0.0016786786066025627,0.8598695198960582,1.0,0.8791110838026823,0.9555978278977854,0.6021376017696976,0.9555978278977854,0.9566791884065747,0.6740315106053879,0.2712958585518074,0.9547457460184072,0.6337620631181017,0.15314511412967372,2,4,[0.14908963 0.34036415 0.51054622],[0.73684256 0.22368383 0.03947362],[0.81206873 0.1033622  0.08456907],[0.88516868 0.10908976 0.00574157],0.029487017923308937
0.0017366749275293475,0.9521147080617023,1.0,0.9026168466819404,0.9577657726110539,0.5988681162320743,0.9577657726110539,0.8899213386728141,0.7564435603013375,0.30619104968274974,0.9509796376706956,0.6971186752856642,0.18169659998161758,3,1,[0.1882434  0.28411481 0.52764179],[0.66500545 0.25124591 0.08374864],[0.77129229 0.13722463 0.09148309],[0.81065641 0.17987641 0.00946718],0.030833426114749322
0.00166819347817371,0.9985411623096676,1.0,0.8948426240439153,0.958074953327049,0.5633603388553896,0.958074953327049,0.9196247031047399,0.6962975484504399,0.2703967882885589,0.9209290505585388,0.6465743454523558,0.1510167531300287,2,-1,[0.17394802 0.33042079 0.49563119],[0.74531422 0.21648291 0.03820287],[0.83008135 0.08495933 0.08495933],[0.81624859 0.17456384 0.00918757],0.029292189179109862
0.0017319640733766777,0.9118970210976496,1.0,0.9488047982146967,0.9660012569621843,0.5560582067224714,0.9660012569621843,0.9361450163385239,0.8510681692817266,0.3227656868849861,0.9048468346648322,0.7658842448096428,0.19048230078619618,0,2,[0.14979338 0.25506199 0.59514464],[0.73755285 0.23095349 0.03149366],[0.80278563 0.11832862 0.07888575],[0.86155204 0.135679   0.00276896],0.030885418734964788
0.0016893674510675548,0.9414913841977588,1.0,0.9132945792570801,0.9603816439270503,0.6296369750125022,0.9603816439270503,0.98,0.7500789658908127,0.28650907964968986,0.9677877588341668,0.6853426836062441,0.16309115577560046,0,0,[0.11866707 0.35253317 0.52879976],[0.72522836 0.20607873 0.06869291],[0.7679526  0.15083081 0.08121659],[0.82732709 0.16921945 0.00345346],0.02981033989270293
0.0017339998092110588,0.8301044690961474,1.0,0.9404723850411576,0.9643568598543962,0.5852094764080572,0.9643568598543962,0.8741060672884323,0.8329367108200328,0.31975203712905514,0.9427784036480147,0.7522148807551825,0.18908154526947152,2,2,[0.19794267 0.3609258  0.44113153],[0.72478683 0.22017054 0.05504263],[0.74765769 0.15140539 0.10093692],[0.83186161 0.15132455 0.01681384],0.030898238674163466
0.0016927410938975872,0.9745786096098987,1.0,0.939856033624784,0.9647423502397955,0.6122825733717211,0.9647423502397955,0.9316320491429486,0.8120997618099307,0.29807859398409303,0.9570071648417562,0.7290460938389451,0.16999367409288282,1,-3,[0.11341865 0.35463254 0.53194881],[0.71736771 0.24023744 0.04239484],[0.80599735 0.09700132 0.09700132],[0.82019853 0.16182132 0.01798015],0.029968045616485108
0.001755402674974288,0.8689679551940046,1.0,0.9257144447175182,0.9613519234395715,0.6025825769556674,0.9613519234395715,0.8494650305188057,0.810587952595286,0.3239867328502315,0.955237188170598,0.7389340820141664,0.19505487233748983,-2,1,[0.15911973 0.25226408 0.58861619],[0.73399322 0.19950509 0.0665017 ],[0.8219857  0.08900715 0.08900715],[0.79314087 0.19651617 0.01034296],0.03132543678118245
0.0017318321014282627,0.9235702798310892,1.0,0.9522077254347501,0.9666940555760494,0.6331051850389323,0.9666940555760494,0.9440863905985218,0.8589946137468294,0.32448173450040924,0.9704471683083479,0.7721501812677032,0.19145115831001028,1,-3,[0.17396062 0.24781182 0.57822757],[0.71433238 0.25138751 0.03428011],[0.7820619  0.13076286 0.08717524],[0.90709274 0.08361653 0.00929073],0.030896838650012526
0.0016899120397678626,0.8567967362884521,1.0,0.8761499220069249,0.9548828986518552,0.5866319501776429,0.9548828986518552,0.9450488512270859,0.6772083542080446,0.27589954602640304,0.9437854602495177,0.6373134605341995,0.15738623556887843,3,2,[0.1076788  0.26769636 0.62462484],[0.66411138 0.28550533 0.05038329],[0.77947356 0.11026322 0.11026322],[0.90801075 0.08279033 0.00919893],0.029728102629973396
0.001710320019093735,0.9915810203792985,1.0,0.9269304983676622,0.9622477351391933,0.6479600227113106,0.9622477351391933,0.8753240549608657,0.7919140243246204,0.301945444237398,0.9763645936404823,0.717882242787159,0.17504479455975286,0,1,[0.11274743 0.39926366 0.48798892],[0.7859943  0.18190485 0.03210086],[0.81762329 0.10942602 0.07295068],[0.8410941  0.15572779 0.00317812],0.030319178614755925
0.0017158857889281415,0.9218052559185744,1.0,0.9200583030022095,0.9479195440817719,0.6215177368015399,0.9479195440817719,0.8520848977051712,0.7817228250737261,0.2769377876490931,0.9631175186824958,0.7121025524029768,0.16190996194182067,4,-2,[0.14036193 0.38683713 0.47280094],[0.71065814 0.23147349 0.05786837],[0.80330382 0.09834809 0.09834809],[0.90679348 0.08388587 0.00932065],0.03020053261992477
0.0016991756068523544,0.7516433417987995,1.0,0.9006241351511797,0.9599971753277966,0.6362297773052576,0.9599971753277966,0.9529176965141881,0.7311826713216257,0.29099515346999927,0.9704593502870466,0.6744065515364124,0.1671375603318715,2,1,[0.10753292 0.40161019 0.49085689],[0.74912213 0.22077253 0.03010534],[0.71728722 0.18376331 0.09894947],[0.79707519 0.19886631 0.0040585 ],0.030025254038891436
0.001712906728633284,0.8834293897876708,1.0,0.9205701410150977,0.9675106094657145,0.5797731936611458,0.9675106094657145,0.9470860634992438,0.7444624050229551,0.3161494227424822,0.941762334283287,0.6761085854934834,0.1834804307304185,1,-2,[0.16234083 0.33506367 0.5025955 ],[0.72108441 0.2091867  0.0697289 ],[0.79935323 0.10032338 0.10032338],[0.82453695 0.15791674 0.0175463 ],0.030482482584289698
0.0016799769255509572,0.9350264757280985,1.0,0.9510117602896583,0.9570807646841799,0.5639436109921799,0.9570807646841799,0.9144828534696224,0.8494287863592475,0.274799814035811,0.9255648425715767,0.7612963571065421,0.15523607932834413,2,2,[0.11746948 0.26475916 0.61777137],[0.75659154 0.18255634 0.06085211],[0.68847548 0.15576226 0.15576226],[0.81136455 0.17920367 0.00943177],0.029540976927676113
0.0016642617081615327,0.8485506338365973,1.0,0.9183048492437053,0.9604270530594236,0.5984169304147442,0.9604270530594236,0.913728683871792,0.7621525154561148,0.2729336452418943,0.9504852711040179,0.6938693682843577,0.1517363517304657,-2,5,[0.16889708 0.33244117 0.49866175],[0.72639527 0.20520355 0.06840118],[0.73651174 0.13174413 0.13174413],[0.93321011 0.06545409 0.0013358 ],0.02924390437516958
