gene,strategy,total QALYs,total QALYs disc,total LE,healthy,HSBO total,hysterectomy total,HSBO false positive,total disc cost,total cost,OC incidence,OC death,EC incidence,EC death,Cancer Incidence,Cancer Mortality,HSBO death comps,lifetime ec risk,lifetime oc risk,lifetime total risk,changed param,param value,cost per QALY,formatted_param,pretty_strategy
MSH2,"HSBO: 40, Survey: Never",40.675929184578635,22.22260511922939,46.56801717187612,0.0,0.9438427875400938,0.0,0.0,8720.533699593316,13883.648982414059,0.021629527416283524,0.018187060641255325,0.022623056632530204,0.01075058128058431,0.04425258404881373,0.028937641921839632,0.0019366685674343479,0.489,0.174,0.663,surgical mortality,0.00204,392.4172549890369,Surgical Mortality,Hyst-BSO: 40
MSH2,"Hyst+Salp: 40, Oophorectomy: 50",40.52038676583907,22.32898460634782,45.61005554480522,0.0,0.8443577644836033,0.04649510994908446,0.0,15646.846138275936,28283.030600770202,0.07461944052368992,0.06118661838885442,0.022623056632530204,0.01075058128058431,0.09724249715622013,0.07193719966943873,0.0017920527389301004,0.489,0.174,0.663,surgical mortality,0.00204,700.7414987346874,Surgical Mortality,Two-Stage Approach
MSH6,"HSBO: 40, Survey: Never",40.65209019645595,22.21255822535053,46.542855557449485,0.0,0.9428745626783763,0.0,0.0,8826.985886958788,14054.559955993454,0.022612716695639447,0.019014190968566082,0.022612716695639447,0.010745869757923259,0.045225433391278894,0.02976006072648934,0.0019348805129481806,0.421,0.118,0.5389999999999999,surgical mortality,0.00204,397.38718059430056,Surgical Mortality,Hyst-BSO: 40
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",41.120768826252004,22.54299819367314,46.20766245044481,0.0,0.8770775115866575,0.04775496622714706,0.0,12971.660662012597,22661.766564750844,0.04065480156021175,0.03415887136321207,0.022612716695639447,0.010745869757923259,0.0632675182558512,0.04490474112113533,0.001854010293871402,0.421,0.118,0.5389999999999999,surgical mortality,0.00204,575.4186089432058,Surgical Mortality,Two-Stage Approach
PMS2,Nat Hist,41.56929387660047,22.823404539627738,46.75663310976222,0.6379460089735569,0.0,0.0,0.0,3829.40208187706,10923.091399544839,0.035257628024046916,0.02521496405110664,0.11499766073335006,0.03316679567971181,0.15025528875739697,0.058381759730818446,0.0,0.1278,0.04,0.1678,surgical mortality,0.00204,167.7839988871143,Surgical Mortality,No Intervention
PMS2,"HSBO: 50, Survey: Never",42.30881241558648,23.03798747095673,47.35298618545181,0.0,0.9615222537047985,0.0,0.0,4255.090639080143,8898.143824791014,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.00196826655988664,0.1278,0.04,0.1678,surgical mortality,0.00204,184.69888676015657,Surgical Mortality,Hyst-BSO: 50
MLH1,"HSBO: 40, Survey: Never",40.78426450669218,22.26714593914171,46.675395000461144,0.0,0.9496628970807018,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk oc tubal ligation,0.51,376.072143338895,RR for OC Post-Ooph,Hyst-BSO: 40
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.22862770079545,22.59007413086535,46.31214581016298,0.0,0.8817260378975527,0.04771228167246326,0.0,12712.346582680098,22320.937503987476,0.03992368803249372,0.033349213609930387,0.018705599107502396,0.008887985711154069,0.058629287139996114,0.042237199321084454,0.0015535548965744325,0.37,0.12,0.49,risk oc tubal ligation,0.51,562.7403659251795,RR for OC Post-Ooph,Two-Stage Approach
MSH2,"HSBO: 40, Survey: Never",40.68497211751525,22.226273877355997,46.57880990767861,0.0,0.9438427875400934,0.0,0.0,8722.30923154213,13886.415203337445,0.021629527416283524,0.018187060641255325,0.022623056632530204,0.01075058128058431,0.04425258404881373,0.028937641921839632,0.0016138904728619564,0.489,0.174,0.663,risk oc tubal ligation,0.51,392.43236539204037,RR for OC Post-Ooph,Hyst-BSO: 40
MSH2,"Hyst+Salp: 40, Oophorectomy: 50",40.74676174215422,22.410717771722197,45.838355745890624,0.0,0.855982355206732,0.04662980188338402,0.0,14714.458744163194,26342.8003556782,0.06286015786626131,0.051796293707323415,0.022623056632530204,0.01075058128058431,0.08548321449879151,0.06254687498790773,0.0015118555683967401,0.489,0.174,0.663,risk oc tubal ligation,0.51,656.5813239025244,RR for OC Post-Ooph,Two-Stage Approach
MSH6,"HSBO: 40, Survey: Never",40.66112478038692,22.216223596248405,46.55363832871804,0.0,0.9428745626783765,0.0,0.0,8828.759779624597,14057.323622967335,0.022612716695639447,0.019014190968566082,0.022612716695639447,0.010745869757923259,0.045225433391278894,0.02976006072648934,0.001612400427456817,0.421,0.118,0.5389999999999999,risk oc tubal ligation,0.51,397.40146390656093,RR for OC Post-Ooph,Hyst-BSO: 40
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",41.209100922299605,22.575095401727218,46.29827888144655,0.0,0.8812971297846162,0.04760020551372188,0.0,12652.436093073915,21995.66706923572,0.03658994407567808,0.03091890403285308,0.022612716695639447,0.010745869757923259,0.05920266077131753,0.041664773790776335,0.0015517277360583763,0.421,0.118,0.5389999999999999,risk oc tubal ligation,0.51,560.4599169094045,RR for OC Post-Ooph,Two-Stage Approach
PMS2,Nat Hist,41.56929387660047,22.823404539627738,46.75663310976222,0.6379460089735569,0.0,0.0,0.0,3829.40208187706,10923.091399544839,0.035257628024046916,0.02521496405110664,0.11499766073335006,0.03316679567971181,0.15025528875739697,0.058381759730818446,0.0,0.1278,0.04,0.1678,risk oc tubal ligation,0.51,167.7839988871143,RR for OC Post-Ooph,No Intervention
PMS2,"HSBO: 50, Survey: Never",42.31555901138022,23.04030759354814,47.36085618160198,0.0,0.9615222537047986,0.0,0.0,4256.433357214619,8900.955178386726,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.0016402221332388663,0.1278,0.04,0.1678,risk oc tubal ligation,0.51,184.73856479270816,RR for OC Post-Ooph,Hyst-BSO: 50
MLH1,"HSBO: 40, Survey: Never",40.78426450669218,22.26714593914171,46.675395000461144,0.0,0.9496628970807018,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk oc tubal ligation,1.0,376.072143338895,RR for OC Post-Ooph,Hyst-BSO: 40
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",40.88809844051829,22.467758664911482,45.972678397218566,0.0,0.8634156099182654,0.04700032962607982,0.0,14224.41402907341,25469.245869260896,0.058946068058164734,0.048523435569159425,0.018705599107502396,0.008887985711154069,0.07765166716566713,0.05741142128031349,0.0015245912395754557,0.37,0.12,0.49,risk oc tubal ligation,1.0,633.1033834402035,RR for OC Post-Ooph,Two-Stage Approach
MSH2,"HSBO: 40, Survey: Never",40.68497211751525,22.226273877355997,46.57880990767861,0.0,0.9438427875400934,0.0,0.0,8722.30923154213,13886.415203337445,0.021629527416283524,0.018187060641255325,0.022623056632530204,0.01075058128058431,0.04425258404881373,0.028937641921839632,0.0016138904728619564,0.489,0.174,0.663,risk oc tubal ligation,1.0,392.43236539204037,RR for OC Post-Ooph,Hyst-BSO: 40
MSH2,"Hyst+Salp: 40, Oophorectomy: 50",40.065967979320725,22.165963122870952,45.15920746420472,0.0,0.8195061953106687,0.045203298235302176,0.0,17734.145015221166,32618.6301680285,0.10076282141040668,0.08208759052265205,0.022623056632530204,0.01075058128058431,0.12338587804293688,0.09283817180323636,0.00145395117459389,0.489,0.174,0.663,risk oc tubal ligation,1.0,800.062010250436,RR for OC Post-Ooph,Two-Stage Approach
MSH6,"HSBO: 40, Survey: Never",40.66112478038692,22.216223596248405,46.55363832871804,0.0,0.9428745626783765,0.0,0.0,8828.759779624597,14057.323622967335,0.022612716695639447,0.019014190968566082,0.022612716695639447,0.010745869757923259,0.045225433391278894,0.02976006072648934,0.001612400427456817,0.421,0.118,0.5389999999999999,risk oc tubal ligation,1.0,397.40146390656093,RR for OC Post-Ooph,Hyst-BSO: 40
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",40.97244748629789,22.490112844902857,46.0624107018831,0.0,0.8685592682467761,0.04710574192539986,0.0,13703.583494071441,24185.420178770935,0.0498222692018405,0.041468800242727866,0.022612716695639447,0.010745869757923259,0.07243498589747994,0.05221467000065112,0.0015315993059847569,0.421,0.118,0.5389999999999999,risk oc tubal ligation,1.0,609.3159064418484,RR for OC Post-Ooph,Two-Stage Approach
PMS2,Nat Hist,41.56929387660047,22.823404539627738,46.75663310976222,0.6379460089735569,0.0,0.0,0.0,3829.40208187706,10923.091399544839,0.035257628024046916,0.02521496405110664,0.11499766073335006,0.03316679567971181,0.15025528875739697,0.058381759730818446,0.0,0.1278,0.04,0.1678,risk oc tubal ligation,1.0,167.7839988871143,RR for OC Post-Ooph,No Intervention
PMS2,"HSBO: 50, Survey: Never",42.31555901138022,23.04030759354814,47.36085618160198,0.0,0.9615222537047986,0.0,0.0,4256.433357214619,8900.955178386726,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.0016402221332388663,0.1278,0.04,0.1678,risk oc tubal ligation,1.0,184.73856479270816,RR for OC Post-Ooph,Hyst-BSO: 50
MLH1,"HSBO: 40, Survey: Never",40.78426450669218,22.26714593914171,46.675395000461144,0.0,0.9496628970807018,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk ac death oc surg,1.0,376.072143338895,RR for AC Death Post-Ooph,Hyst-BSO: 40
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.12370220099446,22.552392707151316,46.207562876854595,0.0,0.8760799498300502,0.04749301336774374,0.0,13178.357514181029,23291.59857755831,0.04578904440471584,0.03802621636530136,0.018705599107502396,0.008887985711154069,0.06449464351221823,0.04691420207645543,0.0015446305014221303,0.37,0.12,0.49,risk ac death oc surg,1.0,584.3440953385934,RR for AC Death Post-Ooph,Two-Stage Approach
MSH2,"HSBO: 40, Survey: Never",40.68497211751525,22.226273877355997,46.57880990767861,0.0,0.9438427875400934,0.0,0.0,8722.30923154213,13886.415203337445,0.021629527416283524,0.018187060641255325,0.022623056632530204,0.01075058128058431,0.04425258404881373,0.028937641921839632,0.0016138904728619564,0.489,0.174,0.663,risk ac death oc surg,1.0,392.43236539204037,RR for AC Death Post-Ooph,Hyst-BSO: 40
MSH2,"Hyst+Salp: 40, Oophorectomy: 50",40.53552614992223,22.33480519376686,45.62769476961987,0.0,0.8446470507106429,0.046187611344773005,0.0,15651.841278733746,28292.520292973444,0.07463765290096136,0.06120114727595315,0.022623056632530204,0.01075058128058431,0.09726070953349156,0.07195172855653746,0.0014938889298710231,0.489,0.174,0.663,risk ac death oc surg,1.0,700.7825294622145,RR for AC Death Post-Ooph,Two-Stage Approach
MSH6,"HSBO: 40, Survey: Never",40.66112478038692,22.216223596248405,46.55363832871804,0.0,0.9428745626783765,0.0,0.0,8828.759779624597,14057.323622967335,0.022612716695639447,0.019014190968566082,0.022612716695639447,0.010745869757923259,0.045225433391278894,0.02976006072648934,0.001612400427456817,0.421,0.118,0.5389999999999999,risk ac death oc surg,1.0,397.40146390656093,RR for AC Death Post-Ooph,Hyst-BSO: 40
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",41.136327263844,22.54896564681387,46.225754108472195,0.0,0.8773780745668894,0.04744820130387981,0.0,12975.726847285667,22669.32481489357,0.04066100350324703,0.03416381384873168,0.022612716695639447,0.010745869757923259,0.06327372019888647,0.04490968360665494,0.0015455380324381634,0.421,0.118,0.5389999999999999,risk ac death oc surg,1.0,575.4466546503926,RR for AC Death Post-Ooph,Two-Stage Approach
PMS2,Nat Hist,41.56929387660047,22.823404539627738,46.75663310976222,0.6379460089735569,0.0,0.0,0.0,3829.40208187706,10923.091399544839,0.035257628024046916,0.02521496405110664,0.11499766073335006,0.03316679567971181,0.15025528875739697,0.058381759730818446,0.0,0.1278,0.04,0.1678,risk ac death oc surg,1.0,167.7839988871143,RR for AC Death Post-Ooph,No Intervention
PMS2,"HSBO: 50, Survey: Never",42.31555901138022,23.04030759354814,47.36085618160198,0.0,0.9615222537047986,0.0,0.0,4256.433357214619,8900.955178386726,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.0016402221332388663,0.1278,0.04,0.1678,risk ac death oc surg,1.0,184.73856479270816,RR for AC Death Post-Ooph,Hyst-BSO: 50
MLH1,"HSBO: 40, Survey: Never",40.038243092746065,22.040293279642313,45.79537350134983,0.0,0.9496628970807017,0.0,0.0,8374.053299372994,13302.86251473342,0.019699110521807495,0.016561680234250423,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.025449665945404494,0.0016228440892110108,0.37,0.12,0.49,risk ac death oc surg,1.4,379.9429160549217,RR for AC Death Post-Ooph,Hyst-BSO: 40
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.12370220099446,22.552392707151316,46.207562876854595,0.0,0.8760799498300502,0.04749301336774374,0.0,13178.357514181029,23291.59857755831,0.04578904440471584,0.03802621636530136,0.018705599107502396,0.008887985711154069,0.06449464351221823,0.04691420207645543,0.0015446305014221303,0.37,0.12,0.49,risk ac death oc surg,1.4,584.3440953385934,RR for AC Death Post-Ooph,Two-Stage Approach
MSH2,"HSBO: 40, Survey: Never",39.94352355547087,22.000811745790546,45.70418263440397,0.0,0.9438427875400934,0.0,0.0,8722.30923154213,13886.415203337445,0.021629527416283524,0.018187060641255325,0.022623056632530204,0.01075058128058431,0.04425258404881373,0.028937641921839632,0.0016138904728619564,0.489,0.174,0.663,risk ac death oc surg,1.4,396.45397325900876,RR for AC Death Post-Ooph,Hyst-BSO: 40
MSH2,"Hyst+Salp: 40, Oophorectomy: 50",40.53552614992223,22.33480519376686,45.62769476961987,0.0,0.8446470507106429,0.046187611344773005,0.0,15651.841278733746,28292.520292973444,0.07463765290096136,0.06120114727595315,0.022623056632530204,0.01075058128058431,0.09726070953349156,0.07195172855653746,0.0014938889298710231,0.489,0.174,0.663,risk ac death oc surg,1.4,700.7825294622145,RR for AC Death Post-Ooph,Two-Stage Approach
MSH6,"HSBO: 40, Survey: Never",39.920436950837235,21.99099279073655,45.67990843042203,0.0,0.9428745626783763,0.0,0.0,8828.759779624597,14057.323622967335,0.022612716695639447,0.019014190968566082,0.022612716695639447,0.010745869757923259,0.045225433391278894,0.02976006072648934,0.001612400427456817,0.421,0.118,0.5389999999999999,risk ac death oc surg,1.4,401.47163266515236,RR for AC Death Post-Ooph,Hyst-BSO: 40
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",41.136327263844,22.54896564681387,46.225754108472195,0.0,0.8773780745668894,0.04744820130387981,0.0,12975.726847285667,22669.32481489357,0.04066100350324703,0.03416381384873168,0.022612716695639447,0.010745869757923259,0.06327372019888647,0.04490968360665494,0.0015455380324381634,0.421,0.118,0.5389999999999999,risk ac death oc surg,1.4,575.4466546503926,RR for AC Death Post-Ooph,Two-Stage Approach
PMS2,Nat Hist,41.56929387660047,22.823404539627738,46.75663310976222,0.6379460089735569,0.0,0.0,0.0,3829.40208187706,10923.091399544839,0.035257628024046916,0.02521496405110664,0.11499766073335006,0.03316679567971181,0.15025528875739697,0.058381759730818446,0.0,0.1278,0.04,0.1678,risk ac death oc surg,1.4,167.7839988871143,RR for AC Death Post-Ooph,No Intervention
PMS2,"HSBO: 50, Survey: Never",42.31555901138022,23.04030759354814,47.36085618160198,0.0,0.9615222537047986,0.0,0.0,4256.433357214619,8900.955178386726,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.0016402221332388663,0.1278,0.04,0.1678,risk ac death oc surg,1.4,184.73856479270816,RR for AC Death Post-Ooph,Hyst-BSO: 50
MLH1,"HSBO: 40, Survey: Never",40.74786789541462,22.252995209052944,46.61911956464826,0.0,0.9496628970807018,0.0,0.0,8333.536521407532,13135.49069054357,0.01969911052180749,0.018491582680900315,0.018705599107502396,0.008887985711154069,0.038404709629309884,0.027379568392054382,0.0016228440892110108,0.37,0.12,0.49,local oc surv,0.7392000000000001,374.4905547823643,Local OC Survival,Hyst-BSO: 40
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.06445706343639,22.531015982160383,46.11561537972925,0.0,0.8760799498300502,0.04749301336774374,0.0,13132.49307191799,23072.027958176397,0.04578904440471583,0.041964231315318824,0.018705599107502396,0.008887985711154069,0.06449464351221823,0.05085221702647289,0.0015446305014221303,0.37,0.12,0.49,local oc surv,0.7392000000000001,582.8628891975418,Local OC Survival,Two-Stage Approach
MSH2,"HSBO: 40, Survey: Never",40.6450316894161,22.210743568198183,46.517055494871876,0.0,0.9438427875400934,0.0,0.0,8677.831386540522,13702.714475996261,0.021629527416283517,0.020304369436039995,0.022623056632530204,0.01075058128058431,0.04425258404881372,0.031054950716624306,0.0016138904728619564,0.489,0.174,0.663,local oc surv,0.7392000000000001,390.70422653321816,Local OC Survival,Hyst-BSO: 40
MSH2,"Hyst+Salp: 40, Oophorectomy: 50",40.44079400024094,22.301526677120417,45.48048516901899,0.0,0.8446470507106429,0.046187611344773005,0.0,15588.85761829836,27967.586422423363,0.07463765290096135,0.06789334550626516,0.022623056632530204,0.01075058128058431,0.09726070953349156,0.07864392678684948,0.0014938889298710231,0.489,0.174,0.663,local oc surv,0.7392000000000001,699.0040567173942,Local OC Survival,Two-Stage Approach
MSH6,"HSBO: 40, Survey: Never",40.61937281262763,22.19998858480915,46.48908304571971,0.0,0.9428745626783765,0.0,0.0,8782.2617878388,13865.285290326636,0.02261271669563944,0.02122744489946607,0.022612716695639447,0.010745869757923259,0.04522543339127889,0.031973314657389326,0.001612400427456817,0.421,0.118,0.5389999999999999,local oc surv,0.7392000000000001,395.5975812459769,Local OC Survival,Hyst-BSO: 40
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",41.082869206423254,22.529227945303457,46.14288108609283,0.0,0.8773780745668894,0.04744820130387981,0.0,12929.180520771946,22458.13817720384,0.04066100350324703,0.037519721038737554,0.022612716695639447,0.010745869757923259,0.06327372019888647,0.04826559079666081,0.0015455380324381634,0.421,0.118,0.5389999999999999,local oc surv,0.7392000000000001,573.8847577094723,Local OC Survival,Two-Stage Approach
PMS2,Nat Hist,41.55412460329506,22.819037876738058,46.732793991801735,0.6379460089735569,0.0,0.0,0.0,3838.588642708429,10936.401223121511,0.035257628024046916,0.027258709580904032,0.11499766073335006,0.03316679567971181,0.15025528875739697,0.06042550526061584,0.0,0.1278,0.04,0.1678,local oc surv,0.7392000000000001,168.21868929984652,Local OC Survival,No Intervention
PMS2,"HSBO: 50, Survey: Never",42.31555901138022,23.04030759354814,47.36085618160198,0.0,0.9615222537047986,0.0,0.0,4256.433357214619,8900.955178386726,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.0016402221332388663,0.1278,0.04,0.1678,local oc surv,0.7392000000000001,184.73856479270816,Local OC Survival,Hyst-BSO: 50
MLH1,"HSBO: 40, Survey: Never",40.80193170475866,22.273550552459415,46.70282200715049,0.0,0.9496628970807018,0.0,0.0,8386.17509999411,13360.559064777648,0.019699110521807485,0.015273445782580072,0.018705599107502396,0.008887985711154069,0.03840470962930988,0.02416143149373414,0.0016228440892110108,0.37,0.12,0.49,local oc surv,0.98,376.50823025465604,Local OC Survival,Hyst-BSO: 40
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.1507294880969,22.561655389843473,46.24964041435999,0.0,0.8760799498300502,0.04749301336774374,0.0,13189.056500608198,23356.61423858178,0.04578904440471585,0.03570766094091722,0.018705599107502396,0.008887985711154069,0.06449464351221824,0.04459564665207129,0.0015446305014221303,0.37,0.12,0.49,local oc surv,0.98,584.5784040538747,Local OC Survival,Two-Stage Approach
MSH2,"HSBO: 40, Survey: Never",40.704361128392485,22.233303318030337,46.60890975996174,0.0,0.9438427875400934,0.0,0.0,8735.619483944445,13949.752087227196,0.021629527416283517,0.016773540501930695,0.022623056632530204,0.01075058128058431,0.04425258404881372,0.027524121782515003,0.0016138904728619564,0.489,0.174,0.663,local oc surv,0.98,392.9069539954596,Local OC Survival,Hyst-BSO: 40
MSH2,"Hyst+Salp: 40, Oophorectomy: 50",40.5778235525151,22.348983820828593,45.69361580755362,0.0,0.8446470507106429,0.046187611344773005,0.0,15664.187320629453,28381.632488933617,0.07463765290096137,0.05738318601140996,0.022623056632530204,0.01075058128058431,0.09726070953349158,0.06813376729199427,0.0014938889298710231,0.489,0.174,0.663,local oc surv,0.98,700.8903602154337,Local OC Survival,Two-Stage Approach
MSH6,"HSBO: 40, Survey: Never",40.6813934822493,22.223572079520682,46.58510380475073,0.0,0.9428745626783765,0.0,0.0,8842.675162647976,14123.537164892154,0.022612716695639443,0.017536584538433625,0.022612716695639447,0.010745869757923259,0.045225433391278894,0.028282454296356882,0.001612400427456817,0.421,0.118,0.5389999999999999,local oc surv,0.98,397.8962126793568,Local OC Survival,Hyst-BSO: 40
MSH6,"Hyst+Salp: 40, Oophorectomy: 50",41.16117202536853,22.557638135136465,46.264398860796746,0.0,0.8773780745668894,0.04744820130387981,0.0,12987.752668993386,22735.392607717007,0.04066100350324705,0.03212696620316527,0.022612716695639447,0.010745869757923259,0.0632737201988865,0.042872835961088526,0.0015455380324381634,0.421,0.118,0.5389999999999999,local oc surv,0.98,575.7585342573284,Local OC Survival,Two-Stage Approach
PMS2,Nat Hist,41.57493091846978,22.824998152726895,46.765504530664096,0.6379460089735569,0.0,0.0,0.0,3824.141655704706,10910.42826143942,0.03525762802404693,0.02434214310261761,0.11499766073335006,0.03316679567971181,0.150255288757397,0.05750893878232942,0.0,0.1278,0.04,0.1678,local oc surv,0.98,167.5418166571828,Local OC Survival,No Intervention
PMS2,"HSBO: 50, Survey: Never",42.31555901138022,23.04030759354814,47.36085618160198,0.0,0.9615222537047986,0.0,0.0,4256.433357214619,8900.955178386726,0.0,0.0,0.006789517384453046,0.0029204608177456704,0.006789517384453046,0.0029204608177456704,0.0016402221332388663,0.1278,0.04,0.1678,local oc surv,0.98,184.73856479270816,Local OC Survival,Hyst-BSO: 50
MLH1,"HSBO: 40, Survey: Never",40.76861869616288,22.260092197565186,46.65141266332553,0.0,0.9496628970807018,0.0,0.0,8345.524941368856,13202.826225656538,0.019699110521807492,0.016966089431465308,0.018705599107502396,0.008887985711154069,0.03840470962930989,0.02585407514261938,0.0016228440892110108,0.37,0.12,0.49,regional oc surv,0.6016,374.90972037760434,Regional OC Survival,Hyst-BSO: 40
MLH1,"Hyst+Salp: 40, Oophorectomy: 50",41.09030930777838,22.53886132317616,46.15608591847484,0.0,0.8760799498300502,0.04749301336774374,0.0,13130.345572214377,23101.414470688916,0.045789044404715845,0.03925157904026485,0.018705599107502396,0.008887985711154069,0.06449464351221824,0.048139564751418916,0.0015446305014221303,0.37,0.12,0.49,regional oc surv,0.6016,582.5647260499696,Regional OC Survival,Two-Stage Approach
