,gene,param value_min,changed param,total QALYs disc_min,total disc cost_min,cost per QALY_min,total LE_min,icers_min,param value_max,strategy,pretty_strategy,total QALYs disc_max,total disc cost_max,cost per QALY_max,total LE_max,formatted_param,icers_max,comparator,pretty_comparator,bc_icer,icer_diff,width_upper,width_lower,order
1,MLH1,76044.0755,cost init OC distant,22.552392707151323,13116.564005896365,581.6040974551287,46.2075628768546,16731.487318172993,83310.9506,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13240.174314402473,587.0851260143248,46.2075628768546,Cost FY Distant OC,16953.803652792765,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,222.31633461977253,111.17911288481628,111.13722173495626,2
3,MSH6,76044.0755,cost init OC distant,22.54896564681387,12918.31496255582,572.9005562781172,46.2257541084722,12394.321903376147,83310.9506,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,13033.160372379158,577.993712728048,46.2257541084722,Cost FY Distant OC,12531.721366466603,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,137.39946309045627,68.71267666114363,68.68678642931263,2
41,MSH2,4841.8448,cost OC local,22.33480519376686,15585.88792684224,697.8295889140734,45.627694769619865,63501.291888205735,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15717.794630625249,703.7354700103556,45.627694769619865,Cost Local OC,64195.160644607124,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,693.868756401389,346.9343782028009,346.9343781985881,3
45,MSH6,4841.8448,cost OC local,22.54896564681387,12938.131352192337,573.779372182443,46.2257541084722,12438.931221234488,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,13013.322342378997,577.1139371183419,46.2257541084722,Cost Local OC,12487.086158375896,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,48.15493714140757,24.077468570436395,24.077468570971178,3
51,PMS2,4841.8448,cost OC local,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,2021.3829652146856,5816.7864,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,Cost Local OC,1916.1482739191092,Nat Hist,No Intervention,1968.765619566937,105.23469129557634,-52.61734564782773,-52.61734564774861,3
50,MLH1,4841.8448,cost OC local,22.552392707151323,13136.887236465747,582.5052537463163,46.2075628768546,16787.646447631043,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13219.8277918963,586.1829369308703,46.2075628768546,Cost Local OC,16897.60263218443,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,109.95618455338627,54.97809227648031,54.978092276905954,3
40,PMS2,4841.8448,cost OC regional,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,2023.611237226883,5816.7864,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,Cost Regional OC,1913.9200019069203,Nat Hist,No Intervention,1968.765619566937,109.69123531996274,-54.845617660016615,-54.84561765994613,4
47,MSH2,4841.8448,cost OC regional,22.33480519376686,15603.391614556023,698.6132844763105,45.627694769619865,63562.16813754404,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15700.29094291146,702.9517744481179,45.627694769619865,Cost Regional OC,64134.2843952687,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,572.116257724665,286.0581288643807,286.05812886028434,4
44,MSH6,4841.8448,cost OC regional,22.54896564681387,12946.134048547705,574.1342752179397,46.2257541084722,12428.75643138066,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,13005.319646023632,576.7590340828456,46.2257541084722,Cost Regional OC,12497.260948229747,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,68.50451684908694,34.25225842428699,34.25225842479995,4
49,MLH1,4841.8448,cost OC regional,22.552392707151323,13146.75216559715,582.9426764738956,46.2075628768546,16787.370023217725,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13209.962862764905,585.7455142032912,46.2075628768546,Cost Regional OC,16897.87905659775,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,110.50903338002536,55.254516689801676,55.25451669022368,4
46,PMS2,4841.8448,cost OC distant,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,2022.6073910185657,5816.7864,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,Cost Distant OC,1914.9238481152333,Nat Hist,No Intervention,1968.765619566937,107.68354290333241,-53.84177145170361,-53.8417714516288,5
48,MLH1,4841.8448,cost OC distant,22.552392707151323,13152.526118296479,583.1987004255137,46.2075628768546,16796.35131489827,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13204.188910065572,585.4894902516729,46.2075628768546,Cost Distant OC,16888.897764917197,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,92.54645001892641,46.27322500924856,46.273225009677844,5
43,MSH6,4841.8448,cost OC distant,22.54896564681387,12951.70254451104,574.3812264994557,46.2257541084722,12434.404385511843,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,12999.751150060292,576.5120828013295,46.2257541084722,Cost Distant OC,12491.612994098508,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,57.20860858666492,28.6043042930487,28.604304293616224,5
42,MSH2,4841.8448,cost OC distant,22.33480519376686,15611.914930890625,698.9949003561293,45.627694769619865,63608.19000815695,5816.7864,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15691.76762657686,702.5701585682992,45.627694769619865,Cost Distant OC,64088.26252465586,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,480.0725164989126,240.03625825153722,240.03625824737537,5
4,PMS2,66280.9665,cost end OC,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,2063.4145019050134,71069.4086,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4256.433357214619,184.73856479270816,47.360856181601974,Cost End of Life OC,1874.170853227835,Nat Hist,No Intervention,1968.765619566937,189.24364867717827,-94.59476633910185,-94.64888233807642,6
6,MSH6,66280.9665,cost end OC,22.54896564681387,12931.182192903052,573.4711913373377,46.2257541084722,12411.819744919745,71069.4086,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,13020.246033026555,577.4209884818507,46.2257541084722,Cost End of Life OC,12514.16836714068,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,102.3486222209358,51.159677335221204,51.18894488571459,6
7,MSH2,66280.9665,cost end OC,22.33480519376686,15577.708372894534,697.4633643655832,45.627694769619865,63407.63073350325,71069.4086,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15725.93179869196,704.0997968086468,45.627694769619865,Cost End of Life OC,64288.569886483296,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,880.9391529800487,440.3436200789729,440.5955329010758,6
5,MLH1,66280.9665,cost end OC,22.552392707151323,13130.429428768548,582.2189068481819,46.2075628768546,16758.595829354228,71069.4086,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13226.258196457193,586.4680687412459,46.2075628768546,Cost End of Life OC,16926.605206601555,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,168.00937724732648,83.9806666936056,84.02871055372088,6
30,MLH1,17773.514,cost init EC local,22.552392707151323,13169.044477214373,583.9311441680641,46.2075628768546,16842.62453990773,19598.7909,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13187.68453468667,584.7576665559252,46.2075628768546,Cost FY Local EC,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.1827872842550278e-10,2.1827872842550278e-10,7
31,MSH2,17773.514,cost init EC local,22.33480519376686,15640.576650802355,700.2781763759143,45.627694769619865,63848.2262664064,19598.7909,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15663.12282052088,701.2876398354308,45.627694769619865,Cost FY Local EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.0881998352706432e-09,-2.0736479200422764e-09,7
28,PMS2,17773.514,cost init EC local,23.04030759354814,4253.693256362286,184.6196383920424,47.360856181601974,2087.5420288125993,19598.7909,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4259.177572332495,184.85766976154312,47.360856181601974,Cost FY Local EC,1849.8108673643785,Nat Hist,No Intervention,1968.765619566937,237.73116144822075,-118.95475220255844,-118.77640924566231,7
29,MSH6,17773.514,cost init EC local,22.54896564681387,12964.467169291693,574.9473112139648,46.2257541084722,12463.008689805198,19598.7909,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,12987.003431703057,575.94674785174,46.2257541084722,Cost FY Local EC,12463.008689805192,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,5.4569682106375694e-12,-2.673914423212409e-10,2.6193447411060333e-10,7
27,PMS2,31799.2539,cost init EC regional,23.04030759354814,4254.217878992487,184.6424081674923,47.360856181601974,2067.8348440934537,37626.9947,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4258.64883543675,184.83472141792404,47.360856181601974,Cost FY Regional EC,1869.6963950403476,Nat Hist,No Intervention,1968.765619566937,198.13844905310611,-99.06922452658932,-99.06922452651679,8
26,MSH2,31799.2539,cost init EC regional,22.33480519376686,15642.860550768557,700.3804338143108,45.627694769619865,63848.226266406426,37626.9947,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15660.822006698929,701.1846251101178,45.627694769619865,Cost FY Regional EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.0881998352706432e-09,-2.10275175049901e-09,8
25,MSH6,31799.2539,cost init EC regional,22.54896564681387,12966.749878301644,575.0485446384023,46.2257541084722,12463.008689805187,37626.9947,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,12984.703816269688,575.8447646623829,46.2257541084722,Cost FY Regional EC,12463.008689805187,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,0.0,-2.7284841053187847e-10,2.7284841053187847e-10,8
24,MLH1,31799.2539,cost init EC regional,22.552392707151323,13170.933621852519,584.0149110952667,46.2075628768546,16842.624539907727,37626.9947,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13185.781406509534,584.6732795819198,46.2075628768546,Cost FY Regional EC,16842.624539907727,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.219167072325945e-10,2.219167072325945e-10,8
11,MSH2,50065.7159,cost init EC distant,22.33480519376686,15641.808256689104,700.3333192740082,45.627694769619865,63848.22626640641,66322.0455,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15661.874300778381,701.2317396504202,45.627694769619865,Cost FY Distant EC,63848.226266406426,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.10275175049901e-09,-2.0881998352706432e-09,9
9,PMS2,50065.7159,cost init EC distant,23.04030759354814,4253.915375653711,184.629278857584,47.360856181601974,2085.5118085659524,66322.0455,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4258.951338775527,184.8478507278323,47.360856181601974,Cost FY Distant EC,1852.0194305678485,Nat Hist,No Intervention,1968.765619566937,233.49237799810385,-116.74618899908842,-116.74618899901543,9
10,MLH1,50065.7159,cost init EC distant,22.552392707151323,13170.06503502356,583.9763969189557,46.2075628768546,16842.62453990773,66322.0455,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13186.649993338497,584.7117937582311,46.2075628768546,Cost FY Distant EC,16842.62453990773,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,0.0,-2.1827872842550278e-10,2.1827872842550278e-10,9
8,MSH6,50065.7159,cost init EC distant,22.54896564681387,12965.69776475989,575.0018855783711,46.2257541084722,12463.008689805192,66322.0455,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,12985.755929811443,575.8914237224141,46.2257541084722,Cost FY Distant EC,12463.008689805192,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,0.0,-2.673914423212409e-10,2.673914423212409e-10,9
60,PMS2,1109.133,cost EC local,23.04030759354814,4249.055404958142,184.41834544552628,47.360856181601974,2164.337665736062,1400.7939,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4263.880912794267,185.06180507712756,47.360856181601974,Cost Local EC,1771.3485540942395,Nat Hist,No Intervention,1968.765619566937,392.9891116418223,-197.41706547269746,-195.57204616912486,10
67,MSH6,1109.133,cost EC local,22.54896564681387,12942.298647944006,573.9641831319536,46.2257541084722,12463.00868980517,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,13009.470406998471,576.943111749194,46.2257541084722,Cost Local EC,12463.008689805187,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,1.6370904631912708e-11,-2.7284841053187847e-10,2.892193151637912e-10,10
70,MLH1,1109.133,cost EC local,22.552392707151323,13150.71055376532,583.1181961280436,46.2075628768546,16842.624539907752,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13206.265294978024,585.5815596360356,46.2075628768546,Cost Local EC,16842.624539907756,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,3.637978807091713e-12,-1.9281287677586079e-10,1.964508555829525e-10,10
62,MSH2,1109.133,cost EC local,22.33480519376686,15618.398724721776,699.2852003509088,45.627694769619865,63848.226266406426,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15685.599328538274,702.2939843198529,45.627694769619865,Cost Local EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.0881998352706432e-09,-2.10275175049901e-09,10
61,MSH6,1109.133,cost EC regional,22.54896564681387,12971.791246281091,575.2721188838202,46.2257541084722,12463.008689805203,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,12979.699576601612,575.6228369808008,46.2257541084722,Cost Regional EC,12463.008689805192,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,1.0913936421275139e-11,-2.673914423212409e-10,2.5647750589996576e-10,11
64,MLH1,1109.133,cost EC regional,22.552392707151323,13175.10285376079,584.1997798124097,46.2075628768546,16842.624539907727,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13181.642878944851,584.4897723320053,46.2075628768546,Cost Regional EC,16842.624539907763,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,3.637978807091713e-11,-1.8553691916167736e-10,2.219167072325945e-10,11
66,PMS2,1109.133,cost EC regional,23.04030759354814,4255.491459933854,184.69768438011207,47.360856181601974,2001.0778425489743,1400.7939,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4257.384140318786,184.779830869574,47.360856181601974,Cost Regional EC,1936.1485642925363,Nat Hist,No Intervention,1968.765619566937,64.92927825643801,-32.61705527440063,-32.31222298203738,11
63,MSH2,1109.133,cost EC regional,22.33480519376686,15647.904039243456,700.6062467744484,45.627694769619865,63848.2262664064,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15655.81566199279,700.9604751942038,45.627694769619865,Cost Regional EC,63848.226266406295,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.0186340659856796e-10,1.9717845134437084e-09,-2.0736479200422764e-09,11
71,PMS2,1109.133,cost EC distant,23.04030759354814,4256.338868087289,184.73446375686282,47.360856181601974,1972.8841839876695,1400.7939,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4256.528737748804,184.74270451757067,47.360856181601974,Cost Distant EC,1964.608200764771,Nat Hist,No Intervention,1968.765619566937,8.275983222898503,-4.157418802165921,-4.118564420732582,12
69,MSH6,1109.133,cost EC distant,22.54896564681387,12975.348955625386,575.4298959366582,46.2257541084722,12463.008689805165,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,12976.10830396161,575.4635714651997,46.2257541084722,Cost Distant EC,12463.008689805198,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,3.2741809263825417e-11,-2.6193447411060333e-10,2.9467628337442875e-10,12
68,MLH1,1109.133,cost EC distant,22.552392707151323,13178.045057594058,584.3302406407337,46.2075628768546,16842.624539907745,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13178.672918471653,584.3580807411499,46.2075628768546,Cost Distant EC,16842.62453990777,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,2.546585164964199e-11,-1.7826096154749393e-10,2.0372681319713593e-10,12
65,MSH2,1109.133,cost EC distant,22.33480519376686,15651.463238734463,700.765603413565,45.627694769619865,63848.22626640636,1400.7939,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15652.222885148101,700.7996151905674,45.627694769619865,Cost Distant EC,63848.226266406375,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.051820047199726e-09,-2.0372681319713593e-09,12
22,MSH6,32546.8917,cost end EC,22.54896564681387,12968.967078521631,575.1468728834632,46.2257541084722,12463.008689805181,34960.9676,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,12982.47895191278,575.7460965286973,46.2257541084722,Cost End of Life EC,12463.00868980517,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,1.0913936421275139e-11,-2.892193151637912e-10,2.7830537874251604e-10,13
23,MLH1,32546.8917,cost end EC,22.552392707151323,13172.767287865445,584.0962180340354,46.2075628768546,16842.624539907778,34960.9676,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13183.941402371544,584.5916916031239,46.2075628768546,Cost End of Life EC,16842.62453990777,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,7.275957614183426e-12,-1.7826096154749393e-10,1.709850039333105e-10,13
20,MSH2,32546.8917,cost end EC,22.33480519376686,15645.078689206632,700.4797469007168,45.627694769619865,63848.22626640636,34960.9676,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15658.596200925782,701.0849687328254,45.627694769619865,Cost End of Life EC,63848.22626640641,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,5.093170329928398e-11,2.0881998352706432e-09,-2.0372681319713593e-09,13
21,PMS2,32546.8917,cost end EC,23.04030759354814,4254.852469118382,184.66995077400122,47.360856181601974,2021.5217866008143,34960.9676,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4258.012452920724,184.80710101774312,47.360856181601974,Cost End of Life EC,1916.0692667813325,Nat Hist,No Intervention,1968.765619566937,105.45251981948172,-52.696352785604404,-52.75616703387732,13
35,MSH2,6667.9412,cost HSBO,22.33480519376686,14501.488786404918,649.2776033010557,45.627694769619865,63848.22626640636,11129.2256,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,17199.588268412517,770.0800664790455,45.627694769619865,Cost Hyst (+/- BSO),63848.226266406375,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,1.4551915228366852e-11,2.051820047199726e-09,-2.0372681319713593e-09,14
34,MLH1,6667.9412,cost HSBO,22.552392707151323,12020.910272665897,533.0215036941111,46.2075628768546,16842.62453990773,11129.2256,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,14735.650166401385,653.3963095511698,46.2075628768546,Cost Hyst (+/- BSO),16842.624539907752,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,2.1827872842550278e-11,-1.964508555829525e-10,2.1827872842550278e-10,14
33,MSH6,6667.9412,cost HSBO,22.54896564681387,11826.554626341886,524.4832428938023,46.2257541084722,12463.008689805189,11129.2256,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,14521.885835464574,644.0156086501686,46.2257541084722,Cost Hyst (+/- BSO),12463.008689805181,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,7.275957614183426e-12,-2.7830537874251604e-10,2.710294211283326e-10,14
32,PMS2,6667.9412,cost HSBO,23.04030759354814,3384.426031781723,146.89152989995006,47.360856181601974,-2051.4973950464896,11129.2256,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,5429.679576887971,235.6600299211464,47.360856181601974,Cost Hyst (+/- BSO),7377.846766501287,Nat Hist,No Intervention,1968.765619566937,9429.344161547777,5409.08114693435,4020.2630146134265,14
39,MSH2,6360.0356,cost surgical comps,22.33480519376686,15602.676361920456,698.5812603494212,45.627694769619865,63663.468526262885,9540.0534,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.33480519376686,15701.006195547032,702.9837985750073,45.627694769619865,Cost Surgical Comps,64032.98400654996,"HSBO: 40, Survey: Never",Hyst-BSO: 40,63848.22626640432,369.51548028707475,184.7577401456365,184.75774014143826,15
38,MSH6,6360.0356,cost surgical comps,22.54896564681387,12925.895539709374,573.2367391998657,46.2257541084722,12400.662285551014,9540.0534,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.54896564681387,13025.558154861958,577.6565701009192,46.2257541084722,Cost Surgical Comps,12525.355094059354,"HSBO: 40, Survey: Never",Hyst-BSO: 40,12463.00868980546,124.69280850834002,62.346404253894434,62.34640425444559,15
37,PMS2,6360.0356,cost surgical comps,23.04030759354814,4234.417171943936,183.78301395289,47.360856181601974,1867.2631977579317,9540.0534,"HSBO: 50, Survey: Never",Hyst-BSO: 50,23.04030759354814,4278.449542485303,185.69411563252635,47.360856181601974,Cost Surgical Comps,2070.2680413758776,Nat Hist,No Intervention,1968.765619566937,203.00484361794588,101.50242180894065,101.50242180900523,15
36,MLH1,6360.0356,cost surgical comps,22.552392707151323,13128.34999524406,582.1267022847243,46.2075628768546,16769.939793859616,9540.0534,"Hyst+Salp: 40, Oophorectomy: 50",Two-Stage Approach,22.552392707151323,13228.365033117992,586.5614883924626,46.2075628768546,Cost Surgical Comps,16915.30928595583,"HSBO: 40, Survey: Never",Hyst-BSO: 40,16842.62453990795,145.36949209621525,72.68474604788207,72.68474604833318,15
